id,name,github_url,description,maintainer,category,subcategory,tags,stars_approx,license,last_activity,entry_count_approx,format,has_contributions_guide,editorial_notes,related_lists,added_date,stars_count,forks_count,last_commit_date,open_issues_count,is_archived,created_year,watchers_count,list_type,audience_level,use_cases,has_website,website_url,is_awesome_verified,language_focus,overlaps_with,best_sections,quality_score,getting_started,suggested_projects,featured_example
awesome-relation-extraction,Awesome Relation Extraction,https://github.com/roomylee/awesome-relation-extraction,"A curated list of resources for relation extraction, a key NLP task for building knowledge graphs.",roomylee,AI & Machine Learning,Natural Language Processing,nlp|relation-extraction|knowledge-graphs|research,1.2k,Unknown,2022,150+,markdown,TRUE,"A niche but exceptionally well-organized list for relation extraction — a critical subtask for building knowledge graphs from text. Papers are organized chronologically and by approach (distant supervision, neural, few-shot).",awesome-nlp|awesome-dl4nlp,2026-05-04,1224,134,2022-01-27,3,FALSE,2018,1224,papers,advanced,building knowledge graphs|extracting relationships from text|information extraction research,FALSE,,FALSE,,,Papers|Datasets|Benchmarks,5,"Start with the survey papers at the top to get an overview, then browse the 'Datasets' section to find benchmarks matching your domain. The papers are chronologically ordered — start from 2018+ for modern neural approaches.","Build a knowledge graph extraction pipeline that processes Wikipedia articles and extracts entity relationships|Create a relation extraction model fine-tuned on a domain-specific dataset (medical, legal, financial)|Develop a tool that takes raw text and outputs a visual knowledge graph using extracted relations","{'name': 'DocRED dataset', 'url': 'https://github.com/thunlp/DocRED', 'why': 'DocRED is the largest document-level relation extraction dataset — it pushes beyond sentence-level extraction which is where the field is heading'}"
awesome-data-annotation,Awesome Data Annotation,https://github.com/taivop/awesome-data-annotation,"A curated list of tools and resources for data annotation and labeling, essential for building ML training datasets.",taivop,AI & Machine Learning,Natural Language Processing,nlp|annotation|labeling|datasets|tools,608,Unknown,2024,100+,markdown,TRUE,"Fills a critical gap — everyone talks about models but data annotation is where projects succeed or fail. Covers text, image, audio, and video annotation tools. The comparison tables are particularly useful for choosing the right tool.",awesome-nlp|awesome-public-datasets,2026-05-04,612,71,2024-08-01,5,FALSE,2018,612,tools,intermediate,choosing annotation tools|setting up labeling workflows|building training datasets,FALSE,,FALSE,,,Text Annotation|Image Annotation|Comparison Tables,5,"Jump to the modality you need (text, image, audio) and use the comparison tables to narrow down tools. Pay attention to the 'self-hosted' vs 'cloud' distinction — this is the biggest decision for most teams.",Set up a Label Studio instance and build an annotation pipeline for a custom NER dataset|Create a data quality dashboard that tracks inter-annotator agreement across your labeling project|Build an active learning loop that prioritizes the most informative samples for human annotation,"{'name': 'Label Studio', 'url': 'https://labelstud.io', 'why': 'The most versatile open-source annotation platform — supports text, image, audio, video, and time series with a plugin architecture for custom interfaces'}"
snorkel,Snorkel,https://github.com/snorkel-team/snorkel,A system for programmatically building and managing training datasets without manual labeling.,snorkel-team,AI & Machine Learning,Natural Language Processing,nlp|data-labeling|weak-supervision|machine-learning,6.0k,Apache-2.0,2026,50+,mixed,TRUE,"Stanford-born framework that pioneered weak supervision — instead of hand-labeling thousands of examples, you write labeling functions and Snorkel combines them intelligently. A paradigm shift for teams that can't afford massive annotation budgets.",awesome-data-annotation|awesome-machine-learning,2026-05-04,5983,859,2026-06-08,18,FALSE,2016,5983,frameworks,intermediate,programmatic data labeling|reducing annotation costs|weak supervision for ML,TRUE,https://snorkel.ai,FALSE,python,,Tutorials|Labeling Functions|Slicing Functions,8,Start with the introductory tutorial that walks through writing labeling functions for a text classification task. The key insight is writing multiple noisy labeling functions and letting Snorkel learn their accuracies automatically.,"Build a sentiment classifier using only labeling functions — no manual labels — and compare it to a fully supervised baseline|Create a domain-specific NER system using Snorkel's weak supervision to bootstrap training data from heuristics and external knowledge bases|Develop a data programming pipeline that combines regex patterns, distant supervision, and LLM-generated labels","{'name': 'Spam classification tutorial', 'url': 'https://www.snorkel.org/use-cases/01-spam-tutorial', 'why': 'The spam tutorial perfectly demonstrates the weak supervision paradigm — you go from zero labels to a working classifier in under an hour using just labeling functions'}"
spacy,spaCy,https://github.com/explosion/spaCy,Industrial-strength Natural Language Processing library with pre-trained pipelines for 70+ languages.,explosion,AI & Machine Learning,Natural Language Processing,nlp|python|library|production,34k,MIT,2026,70+,mixed,TRUE,"The production NLP library. Where NLTK is academic and Hugging Face is research-first, spaCy is designed for real-world pipelines — fast, opinionated, and battle-tested. The trained pipeline ecosystem and spaCy Projects make it uniquely deployment-ready.",awesome-nlp|nltk,2026-05-04,33707,4689,2026-05-19,218,FALSE,2014,33707,libraries,intermediate,production NLP pipelines|named entity recognition|text processing at scale,TRUE,https://spacy.io,FALSE,python,nltk,Models|Pipelines|spaCy Projects,8,"Install with `pip install spacy` and download a model (`python -m spacy download en_core_web_sm`). The 'Usage' section in docs walks through tokenization, NER, and POS tagging. Start with the 101 guides before diving into custom components.","Build a custom NER pipeline for your domain (legal, medical, financial) using spaCy's training system|Create a text analytics dashboard that processes documents with spaCy and visualizes entities, dependencies, and key phrases|Develop a document processing pipeline using spaCy Projects that handles intake, processing, and export","{'name': 'spaCy 101', 'url': 'https://spacy.io/usage/spacy-101', 'why': ""The interactive 101 guide is the fastest way to understand spaCy's design philosophy — it covers the core concepts in 15 minutes with runnable examples""}"
huggingface-transformers,Hugging Face Transformers,https://github.com/huggingface/transformers,"State-of-the-art Machine Learning for PyTorch, TensorFlow, and JAX with thousands of pre-trained models.",huggingface,AI & Machine Learning,Natural Language Processing,nlp|transformers|deep-learning|python|llm,160k,Apache-2.0,2026,500+,mixed,TRUE,"THE transformer library. With 500k+ models on the Hub and first-class support for every major architecture (BERT, GPT, T5, Llama, etc.), Hugging Face Transformers is the de facto standard for working with pre-trained language models. The pipeline API makes complex NLP tasks trivially easy.",awesome-nlp|awesome-llm|spacy,2026-05-04,162066,33690,2026-07-01,2452,FALSE,2018,162066,frameworks,all,using pre-trained language models|fine-tuning models for specific tasks|building NLP applications,TRUE,https://huggingface.co/docs/transformers,FALSE,python,awesome-llm,Quick Tour|Task Guides|Model Hub,10,"Start with `pip install transformers` and the pipeline API — you can do sentiment analysis, NER, translation, and summarization in 3 lines of code. Move to the Trainer API when you need to fine-tune, and explore the Model Hub for pre-trained checkpoints.","Fine-tune a BERT model on a domain-specific classification task using the Trainer API and push it to the Hub|Build a semantic search engine over your documents using sentence-transformers and FAISS|Create a multi-task NLP API that handles classification, NER, and summarization using the pipeline abstraction","{'name': 'Hugging Face Model Hub', 'url': 'https://huggingface.co/models', 'why': ""The Model Hub hosts 500k+ pre-trained models with one-click inference demos — it's the npm of machine learning and the reason Transformers became the standard""}"
fairseq,fairseq,https://github.com/facebookresearch/fairseq,"Facebook AI Research's sequence modeling toolkit for training custom models for translation, summarization, and other text generation tasks.",facebookresearch,AI & Machine Learning,Natural Language Processing,nlp|sequence-modeling|translation|research|deep-learning,32k,MIT,2025,100+,mixed,TRUE,"Meta's research-grade sequence modeling toolkit — less user-friendly than Hugging Face but more flexible for custom architectures. Home of many landmark models (RoBERTa, BART, wav2vec). Best for researchers pushing the boundaries rather than application developers.",huggingface-transformers|awesome-nlp,2026-05-04,32231,6676,2025-09-30,1352,TRUE,2017,32231,frameworks,advanced,training custom seq2seq models|machine translation research|reproducing FAIR papers,FALSE,,FALSE,python,huggingface-transformers,Examples|Pre-trained Models|Translation,7,"Start with the README examples for your task (translation, language modeling, or summarization). The pre-trained model zoo includes RoBERTa, BART, and wav2vec checkpoints. Use the `fairseq-train` and `fairseq-generate` CLI tools for quick experiments.","Train a custom machine translation model for a low-resource language pair using fairseq's transformer implementation|Reproduce a FAIR paper's results (e.g., RoBERTa) and compare against your own dataset|Build a multilingual summarization system using fairseq's mBART pre-trained checkpoints","{'name': 'RoBERTa pre-trained models', 'url': 'https://github.com/facebookresearch/fairseq/tree/main/examples/roberta', 'why': 'RoBERTa showed that BERT was undertrained — the pre-trained checkpoints here remain among the strongest encoder models for downstream NLP tasks'}"
corenlp,Stanford CoreNLP,https://github.com/stanfordnlp/CoreNLP,Stanford's Java-based NLP toolkit providing a wide range of linguistic analysis tools.,stanfordnlp,AI & Machine Learning,Natural Language Processing,nlp|java|linguistics|academic,10k,GPL-3.0,2026,50+,mixed,TRUE,"The academic gold standard for NLP analysis. CoreNLP predates the deep learning revolution but remains the most linguistically rigorous toolkit — its dependency parser, coreference resolution, and sentiment analysis are still reference implementations for many researchers.",awesome-nlp|spacy|nltk,2026-05-04,10088,2723,2026-06-28,182,FALSE,2013,10088,libraries,advanced,linguistic analysis|dependency parsing|coreference resolution,TRUE,https://stanfordnlp.github.io/CoreNLP/,FALSE,java,spacy|nltk,Annotators|Usage|Models,8,"Download the JAR and models, then use the command-line interface for quick experiments. The server mode lets you access CoreNLP from any language via HTTP. For Python users, the stanza package provides a native Python interface to the same models.","Build a document analysis pipeline using CoreNLP's full annotator chain (tokenize, ssplit, pos, lemma, ner, parse, coref)|Create a coreference resolution visualization tool that shows how entities are linked across a document|Develop a linguistic feature extractor that computes syntactic complexity metrics for text readability analysis","{'name': 'Stanza (Python interface)', 'url': 'https://stanfordnlp.github.io/stanza/', 'why': ""Stanza brings CoreNLP's linguistic rigor to Python with a modern API — it's the best of both worlds for researchers who want Stanford quality without writing Java""}"
nltk,NLTK,https://github.com/nltk/nltk,The Natural Language Toolkit — Python's foundational NLP library for education and research.,nltk,AI & Machine Learning,Natural Language Processing,nlp|python|education|linguistics,15k,Apache-2.0,2026,100+,mixed,TRUE,"The original Python NLP library and still the best for learning computational linguistics. NLTK prioritizes clarity and educational value over performance — every algorithm is implemented readably with extensive documentation. Not recommended for production, but invaluable for understanding NLP fundamentals.",awesome-nlp|spacy|corenlp,2026-05-04,14658,3020,2026-07-01,268,FALSE,2009,14658,libraries,beginner,learning NLP|prototyping NLP ideas|accessing linguistic corpora,TRUE,https://www.nltk.org,FALSE,python,spacy,NLTK Book|Corpora|Tokenizers,8,"Start with the free NLTK Book (nltk.org/book) — it teaches NLP concepts through hands-on Python examples. Download the popular corpora with `nltk.download('popular')`. Use NLTK for learning and prototyping, then move to spaCy for production.","Work through the NLTK Book and build a text classifier for a corpus of your choice|Create a corpus analysis tool that computes word frequencies, collocations, and concordances for any text collection|Build a chatbot using NLTK's tokenization, POS tagging, and named entity recognition pipeline","{'name': 'Natural Language Processing with Python (NLTK Book)', 'url': 'https://www.nltk.org/book/', 'why': 'The free online NLTK Book is the most accessible introduction to computational linguistics — it teaches NLP through practical Python programming rather than abstract theory'}"
awesome-vietnamese-nlp,Awesome Vietnamese NLP,https://github.com/undertheseanlp/NLP-Vietnamese-progress,Tracking progress and resources for Vietnamese Natural Language Processing.,undertheseanlp,AI & Machine Learning,Natural Language Processing,nlp|vietnamese|low-resource|benchmarks,373,Unknown,2022,80+,markdown,TRUE,"An excellent example of a language-specific NLP resource list. Tracks Vietnamese NLP progress with benchmarks, datasets, and models specific to Vietnamese. Demonstrates the pattern for how every language community should organize their NLP resources.",awesome-nlp|nlp-progress,2026-05-04,375,72,2022-09-05,0,FALSE,2018,375,mixed,intermediate,Vietnamese NLP development|finding Vietnamese language models|benchmarking Vietnamese NLP tasks,FALSE,,FALSE,,,Word Segmentation|Named Entity Recognition|Datasets,4,"Browse by NLP task (word segmentation, NER, POS tagging) to find Vietnamese-specific models and datasets. Word segmentation is uniquely important for Vietnamese — start there if building a Vietnamese NLP pipeline.","Build a Vietnamese text analytics pipeline combining word segmentation, POS tagging, and NER from the listed tools|Create a Vietnamese sentiment analysis model using the datasets and pre-trained models referenced here|Develop a bilingual (English-Vietnamese) information extraction system using cross-lingual transfer learning","{'name': 'underthesea NLP toolkit', 'url': 'https://github.com/undertheseanlp/underthesea', 'why': 'The most comprehensive Vietnamese NLP toolkit — provides word segmentation, POS tagging, NER, and sentiment analysis in a single package'}"
awesome-computer-vision,Awesome Computer Vision,https://github.com/jbhuang0604/awesome-computer-vision,"A curated list of computer vision resources covering books, courses, papers, datasets, and software.",jbhuang0604,AI & Machine Learning,Computer Vision,computer-vision|deep-learning|research|curated-list,23k,Unknown,2024,500+,markdown,TRUE,"The most comprehensive computer vision awesome list — maintained by a CV professor, it covers everything from classical image processing to modern deep learning approaches. Uniquely strong on educational resources (courses, textbooks) alongside tools and papers.",awesome-deep-vision|awesome-deep-learning,2026-05-04,23379,4441,2024-05-17,90,FALSE,2015,23379,mixed,all,learning computer vision|finding CV papers and datasets|discovering CV tools and libraries,FALSE,,TRUE,,awesome-deep-vision,Courses|Papers|Datasets,8,"If you're learning CV, start with the 'Courses' section — the Stanford CS231n and Michigan EECS courses are the gold standard. For practitioners, jump to 'Software' to find libraries, then 'Datasets' for benchmarks matching your application.",Build an image classification pipeline using a pre-trained model and fine-tune it on a custom dataset from the Datasets section|Create a visual search engine that indexes product images using features from a CV model|Develop a real-time object tracking system combining detection and tracking approaches listed here,"{'name': 'Stanford CS231n', 'url': 'http://cs231n.stanford.edu/', 'why': ""The most influential CV course ever created — Andrej Karpathy and Fei-Fei Li's lectures remain the best introduction to deep learning for computer vision""}"
awesome-deep-vision,Awesome Deep Vision,https://github.com/kjw0612/awesome-deep-vision,"A curated list of deep learning resources for computer vision, organized by task and application.",kjw0612,AI & Machine Learning,Computer Vision,computer-vision|deep-learning|research|papers,11k,Unknown,2023,300+,markdown,TRUE,"Focuses specifically on deep learning approaches to CV — more research-oriented than awesome-computer-vision. Papers are organized by task (detection, segmentation, generation) making it easy to trace the evolution of each subfield.",awesome-computer-vision|awesome-deep-learning,2026-05-04,11169,2774,2023-08-15,47,FALSE,2015,11169,papers,advanced,CV research papers|tracking deep learning advances in vision|finding task-specific architectures,FALSE,,FALSE,,awesome-computer-vision,Object Detection|Image Segmentation|Image Generation,6,"Navigate by the CV task you're working on (detection, segmentation, generation, etc.). Papers within each section are roughly chronological — read the earlier foundational papers first, then follow the progression to current approaches.","Implement a paper from the Object Detection section (like YOLO or DETR) from scratch to understand the architecture|Build an image segmentation pipeline for a real-world use case (medical imaging, satellite imagery) using approaches from the list|Create a style transfer application using generative models from the Image Generation section","{'name': 'You Only Look Once (YOLO)', 'url': 'https://arxiv.org/abs/1506.02640', 'why': ""YOLO fundamentally changed real-time object detection — its single-shot approach proved that speed and accuracy aren't mutually exclusive""}"
openvino,OpenVINO,https://github.com/openvinotoolkit/openvino,Intel's open-source toolkit for optimizing and deploying AI inference across Intel hardware.,openvinotoolkit,AI & Machine Learning,Computer Vision,computer-vision|inference|optimization|deployment|intel,10k,Apache-2.0,2026,200+,mixed,TRUE,"Intel's answer to NVIDIA's TensorRT — optimizes models for deployment on CPUs, integrated GPUs, and VPUs. Particularly valuable if you're deploying CV models on edge devices or don't have GPU infrastructure. The Model Zoo and benchmark tools are excellent.",awesome-computer-vision|opencv,2026-05-04,10457,3264,2026-07-01,698,FALSE,2018,10457,frameworks,intermediate,optimizing model inference|deploying CV on edge devices|CPU-based AI deployment,TRUE,https://docs.openvino.ai,FALSE,python,,Model Optimization Guide|Notebooks|Model Zoo,9,Start with the Jupyter notebooks in the samples directory — they walk through converting and optimizing models from PyTorch/TensorFlow. The Model Zoo has 300+ pre-optimized models ready for immediate use. Focus on the 'Benchmark Tool' to measure speedups.,"Take a PyTorch CV model and optimize it with OpenVINO, benchmarking the speedup on CPU vs GPU inference|Build an edge deployment pipeline that converts, quantizes, and deploys a detection model to a Raspberry Pi or Intel NUC|Create a multi-model inference server using OpenVINO's model serving that handles detection, classification, and segmentation simultaneously","{'name': 'OpenVINO Notebooks', 'url': 'https://github.com/openvinotoolkit/openvino_notebooks', 'why': 'The notebook collection is the fastest way to see OpenVINO in action — 200+ Jupyter notebooks covering every common CV task with step-by-step optimization'}"
ultralytics,Ultralytics (YOLO),https://github.com/ultralytics/ultralytics,"Ultralytics YOLO — the state-of-the-art real-time object detection, segmentation, and classification library.",ultralytics,AI & Machine Learning,Computer Vision,computer-vision|object-detection|yolo|real-time|python,57k,AGPL-3.0,2026,50+,mixed,TRUE,"The easiest path to production object detection. YOLO11 achieves state-of-the-art accuracy with a dead-simple API — `model.predict(image)` is literally all you need. Supports detection, segmentation, classification, pose estimation, and oriented bounding boxes in one unified framework.",awesome-computer-vision|detectron2,2026-05-04,59000,11298,2026-07-01,287,FALSE,2022,59000,frameworks,all,object detection|image segmentation|real-time CV applications,TRUE,https://docs.ultralytics.com,FALSE,python,detectron2,Quick Start|Tasks|Modes,8,"Install with `pip install ultralytics` and run detection in 3 lines: `from ultralytics import YOLO; model = YOLO('yolo11n.pt'); results = model('image.jpg')`. The docs cover training custom models, exporting to ONNX/TensorRT, and deploying to edge devices.","Train a custom YOLO model on your own dataset using Roboflow for annotation and Ultralytics for training|Build a real-time video analytics pipeline that counts objects, tracks movement, and generates heatmaps|Deploy a YOLO model to a mobile device using NCNN or TFLite export for on-device inference","{'name': 'YOLO11 Quickstart', 'url': 'https://docs.ultralytics.com/quickstart/', 'why': 'The quickstart gets you from zero to detecting objects in images in under 5 minutes — the API is so simple it feels like cheating'}"
detectron2,Detectron2,https://github.com/facebookresearch/detectron2,"Meta AI's next-generation library for object detection, segmentation, and other visual recognition tasks.",facebookresearch,AI & Machine Learning,Computer Vision,computer-vision|object-detection|segmentation|research,34k,Apache-2.0,2026,100+,mixed,TRUE,"Meta's research-grade detection framework — more complex than YOLO but far more extensible. The modular design lets you mix and match backbones, heads, and data augmentations. The Model Zoo includes Mask R-CNN, RetinaNet, and panoptic segmentation baselines.",ultralytics|awesome-computer-vision,2026-05-04,34588,7943,2026-06-07,588,FALSE,2019,34588,frameworks,advanced,instance segmentation|panoptic segmentation|custom detection architectures,TRUE,https://detectron2.readthedocs.io,FALSE,python,ultralytics,Getting Started|Model Zoo|Tutorials,8,"Start with the Colab tutorials — they walk through training on custom datasets. The `DefaultPredictor` class handles inference in a few lines. For custom architectures, understand the config system first (it's YAML-based and very flexible).","Train a Mask R-CNN model on a custom instance segmentation dataset for your specific domain|Build a panoptic segmentation pipeline that labels every pixel in an image with both stuff and thing classes|Create a custom detection architecture by combining Detectron2 building blocks (backbone, FPN, head)","{'name': 'Detectron2 Model Zoo', 'url': 'https://github.com/facebookresearch/detectron2/blob/main/MODEL_ZOO.md', 'why': 'The Model Zoo provides 50+ pre-trained models with detailed accuracy/speed trade-offs — essential for choosing the right baseline for your project'}"
opencv,OpenCV,https://github.com/opencv/opencv,The open-source computer vision library — the foundational toolkit for image and video processing.,opencv,AI & Machine Learning,Computer Vision,computer-vision|image-processing|library|c++|python,87k,Apache-2.0,2026,2500+,mixed,TRUE,"The canonical computer vision library that virtually every CV application depends on — 20+ years of development with bindings in Python, Java, and JavaScript. Even if you use higher-level frameworks for detection/segmentation, OpenCV handles the image I/O, transforms, and preprocessing underneath.",awesome-computer-vision|openvino,2026-05-04,89479,56661,2026-06-30,2732,FALSE,2012,89479,libraries,all,image processing|video analysis|camera calibration|feature detection,TRUE,https://opencv.org,FALSE,python,,Tutorials|Image Processing|Video Analysis,10,"Install with `pip install opencv-python` and start with the official tutorials organized by module (core, imgproc, video, ml). For practical projects, the Python tutorials on image manipulation and video capture are the fastest starting point.","Build a document scanner that detects edges, applies perspective correction, and enhances contrast using classical CV techniques|Create a real-time face detection and tracking system using OpenCV's DNN module with pre-trained models|Develop an image stitching pipeline that creates panoramas from overlapping photos","{'name': 'OpenCV-Python Tutorials', 'url': 'https://docs.opencv.org/4.x/d6/d00/tutorial_py_root.html', 'why': 'The Python tutorials are the most practical CV learning resource — they teach fundamentals like edge detection, contours, and histogram analysis through hands-on examples'}"
mediapipe,MediaPipe,https://github.com/google-ai-edge/mediapipe,"Google's framework for building multimodal ML pipelines, specializing in real-time perception tasks like face/hand/pose detection.",google-ai-edge,AI & Machine Learning,Computer Vision,computer-vision|real-time|ml-pipeline|mobile|edge,35k,Apache-2.0,2026,30+,mixed,TRUE,"Google's perception pipeline framework — optimized for mobile and edge devices. The pre-built solutions (face mesh, hand tracking, pose estimation) are astonishingly fast and accurate. Ideal for interactive applications where you need real-time body/face/hand understanding.",awesome-computer-vision|opencv,2026-05-04,35912,6046,2026-06-30,571,FALSE,2019,35912,frameworks,intermediate,real-time pose estimation|hand tracking|face mesh detection|mobile ML,TRUE,https://ai.google.dev/edge/mediapipe/solutions/guide,FALSE,python,,Solutions|Framework|Model Maker,8,"Start with the pre-built Solutions (face detection, hand landmarks, pose estimation) — each has a Python/JS/Android quickstart. The Model Maker tool lets you customize models with your own data without deep ML expertise.",Build a gesture-controlled application using MediaPipe hand tracking to recognize custom hand gestures|Create a fitness rep counter that uses pose estimation to track exercise form and count repetitions in real time|Develop a sign language translator using hand landmark detection and a custom classifier trained on sign language datasets,"{'name': 'Hand Landmarks Detection', 'url': 'https://ai.google.dev/edge/mediapipe/solutions/vision/hand_landmarker', 'why': ""Hand landmark detection is MediaPipe's most impressive demo — 21 3D landmarks per hand at 30+ FPS on a phone, enabling entirely new interaction paradigms""}"
pytorch-image-models,PyTorch Image Models (timm),https://github.com/huggingface/pytorch-image-models,"The largest collection of PyTorch image models, with pre-trained weights, data augmentation, and training scripts.",huggingface,AI & Machine Learning,Computer Vision,computer-vision|pytorch|image-classification|pre-trained-models,37k,Apache-2.0,2026,1000+,mixed,TRUE,"Ross Wightman's timm library is the backbone of modern image classification research — it contains 1000+ model architectures with pre-trained weights. When Hugging Face acquired it, it became even more accessible. If you need an image backbone, it's in timm.",awesome-computer-vision|huggingface-transformers,2026-05-04,36936,5171,2026-06-25,64,FALSE,2019,36936,libraries,intermediate,image classification|feature extraction|transfer learning backbones,TRUE,https://huggingface.co/docs/timm,FALSE,python,,Model List|Training Scripts|Results,10,"Install with `pip install timm` and browse the model list to find the right accuracy/speed trade-off. Use `timm.create_model('model_name', pretrained=True)` to load any model. The `timm.data` module handles all augmentation and preprocessing consistently.","Run a systematic benchmark of different architectures (ResNet, EfficientNet, ConvNeXt, ViT) on your classification task to find the best accuracy/speed trade-off|Build a feature extraction service that uses timm backbones to generate embeddings for image similarity search|Train a custom image classifier using timm's training scripts with advanced augmentation (CutMix, MixUp, RandAugment)","{'name': 'timm Results and Model List', 'url': 'https://github.com/huggingface/pytorch-image-models/blob/main/results/results-imagenet.csv', 'why': 'The comprehensive results CSV lets you compare 1000+ models on ImageNet with top-1/top-5 accuracy, parameters, and inference speed — essential for making informed architecture choices'}"
paddledetection,PaddleDetection,https://github.com/PaddlePaddle/PaddleDetection,PaddlePaddle's object detection and instance segmentation toolkit with production-ready models.,PaddlePaddle,AI & Machine Learning,Computer Vision,computer-vision|object-detection|paddlepaddle|chinese-ai,14k,Apache-2.0,2026,200+,mixed,TRUE,Baidu's answer to Detectron2 and MMDetection — part of the PaddlePaddle ecosystem popular in China. Includes unique models like PP-YOLOE and PP-PicoDet optimized for both server and edge deployment. Valuable for understanding the Chinese AI ecosystem and accessing models not available elsewhere.,detectron2|ultralytics,2026-05-04,14283,3020,2026-05-28,938,FALSE,2019,14283,frameworks,intermediate,object detection|instance segmentation|edge deployment|PaddlePaddle ecosystem,TRUE,https://github.com/PaddlePaddle/PaddleDetection,FALSE,python,detectron2|ultralytics,Model Zoo|PP-YOLOE|Deploy,8,Start with the Quick Start guide and try PP-YOLOE for detection or PP-PicoDet for mobile deployment. The Model Zoo includes detailed accuracy comparisons. Use `paddledet` CLI for training and evaluation.,Compare PP-YOLOE against YOLOv8 on a custom dataset to benchmark Paddle vs PyTorch ecosystems|Deploy PP-PicoDet to a mobile device for real-time on-device object detection|Build a multi-task vision system using PaddleDetection's detection and segmentation models together,"{'name': 'PP-YOLOE', 'url': 'https://github.com/PaddlePaddle/PaddleDetection/tree/release/2.7/configs/ppyoloe', 'why': ""PP-YOLOE achieves competitive accuracy with YOLO variants while being optimized for PaddlePaddle's deployment tools — it's the best entry point into the PaddlePaddle CV ecosystem""}"
awesome-aws,Awesome AWS,https://github.com/donnemartin/awesome-aws,"A curated list of awesome AWS libraries, open-source repos, guides, and resources.",donnemartin,Developer Tools & Coding,Cloud & DevOps,aws|cloud|devops|infrastructure,14k,Unknown,2024,500+,markdown,TRUE,"From the creator of system-design-primer — this is the most comprehensive AWS resource directory on GitHub. Organized by AWS service with icons, descriptions, and quality ratings. The 'Open Source Repos' section is the real gem — hundreds of tools you won't find in official docs.",system-design-primer|awesome-scalability,2026-05-04,14077,1903,2024-03-12,97,FALSE,2015,14077,mixed,all,finding AWS tools|learning AWS services|discovering open-source AWS projects,FALSE,,TRUE,,,Open Source Repos|SDKs|Command Line Tools,7,"Browse by the AWS service you're using — each section has official resources, community guides, and open-source tools. The 'Open Source Repos' subsections are the most unique part — they list battle-tested community tools for each service.",Build a cost optimization dashboard using the AWS cost management tools listed here|Set up a serverless application using the Lambda tools and frameworks from the Open Source Repos section|Create an infrastructure-as-code template using the CloudFormation/Terraform resources cataloged here,"{'name': 'AWS CLI', 'url': 'https://aws.amazon.com/cli/', 'why': ""The AWS CLI is the gateway to every AWS service from the terminal — it's the first tool any AWS developer should master and the foundation for all automation""}"
devops-exercises,DevOps Exercises,https://github.com/bregman-arie/devops-exercises,"Linux, Jenkins, AWS, SRE, Prometheus, Docker, Python, Ansible, Git, Kubernetes, Terraform exercises and interview questions.",bregman-arie,Developer Tools & Coding,Cloud & DevOps,devops|interview|exercises|learning,82k,Unknown,2025,2500+,markdown,TRUE,"The LeetCode of DevOps — 2500+ questions covering every topic a DevOps engineer needs to know. Questions range from basic to advanced, with answers included. Uniquely useful for both interview prep and identifying knowledge gaps in your DevOps skills.",system-design-primer|developer-roadmap,2026-05-04,82982,19639,2025-12-27,47,FALSE,2019,82982,tutorials,all,DevOps interview prep|learning DevOps concepts|identifying knowledge gaps,FALSE,,FALSE,,system-design-primer,Linux|Kubernetes|AWS,9,Start with the topic you're weakest in — each section is self-contained. Try answering questions before looking at the solutions. The Linux and Networking sections are foundational — master those first before moving to cloud-specific topics.,Work through all the Kubernetes exercises and build a study guide summarizing key concepts you learned|Create a DevOps knowledge assessment tool that quizzes team members using questions from this repo|Build a hands-on lab environment (using Vagrant or Docker) that lets you practice the exercises interactively,"{'name': 'Kubernetes exercises', 'url': 'https://github.com/bregman-arie/devops-exercises/blob/master/topics/kubernetes/README.md', 'why': ""The Kubernetes section has 200+ questions from pod basics to CRDs — it's the most thorough K8s interview prep resource available for free""}"
awesome-sysadmin,Awesome Sysadmin,https://github.com/awesome-foss/awesome-sysadmin,A curated list of amazingly awesome open-source sysadmin resources.,awesome-foss,Developer Tools & Coding,Cloud & DevOps,sysadmin|devops|infrastructure|open-source,34k,Unknown,2026,500+,markdown,TRUE,"The definitive directory of open-source sysadmin tools — from configuration management to monitoring to DNS. Maintained by the awesome-foss community with strict quality standards. Every tool listed has a brief description and license info, making it easy to evaluate options.",awesome-selfhosted|the-book-of-secret-knowledge,2026-05-04,34474,2075,2026-06-20,0,FALSE,2014,34474,tools,intermediate,finding sysadmin tools|building infrastructure|replacing proprietary tools with FOSS,FALSE,,TRUE,,the-book-of-secret-knowledge,Monitoring|Configuration Management|DNS,10,"Browse by the infrastructure category you need (monitoring, configuration management, backups, DNS). Each entry includes a brief description and license — focus on tools with active maintenance and a license compatible with your needs.","Set up a complete monitoring stack using tools from the Monitoring section (e.g., Prometheus + Grafana + Alertmanager)|Build a self-hosted infrastructure dashboard that replaces 3-4 SaaS tools with open-source alternatives from this list|Create an infrastructure-as-code setup using Ansible/Puppet entries to automate your server configuration","{'name': 'Prometheus', 'url': 'https://prometheus.io', 'why': 'Prometheus is the CNCF-graduated monitoring standard — its pull-based model and powerful query language (PromQL) have become the lingua franca of modern infrastructure monitoring'}"
